latitude,longitude,corridor,police_station,event_cause,is_obstruction,priority
12.9568587,77.7012705,Varthur Road,HAL Old Airport,construction,0,High
12.9885543,77.5086676,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
12.9930505,77.6611912,Non-corridor,Banaswadi,vehicle_breakdown,1,Low
13.0177383,77.5573517,Tumkur Road,Yeshwanthpura,vehicle_breakdown,1,High
13.0454864,77.5020961,Non-corridor,Peenya,vehicle_breakdown,1,Low
12.9826088,77.5682927,Non-corridor,Sheshadripuram,vehicle_breakdown,1,Low
12.8881743,77.6401929,Hosur Road,Hulimavu,vehicle_breakdown,1,High
12.9485754,77.5929669,Non-corridor,Wilson Garden,vehicle_breakdown,1,Low
12.9913346,77.657633,Old Madras Road,Banaswadi,vehicle_breakdown,1,High
13.0409289,77.6203693,ORR North 1,Hennuru,congestion,1,High
12.95609333,77.73057307,Varthur Road,Whitefield,vehicle_breakdown,1,High
13.0803177,77.5923869,Bellary Road 2,Yelahanka,accident,0,High
13.1903461,77.6453381,Bellary Road 2,Chikkajala,vehicle_breakdown,1,High
12.9929252,77.6611477,Non-corridor,Banaswadi,vehicle_breakdown,1,Low
13.0041761,77.5537173,Non-corridor,Malleshwaram,vehicle_breakdown,1,Low
13.0515065,77.5941215,Bellary Road 1,Hebbala,construction,0,High
12.9275026,77.6213985,IRR(Thanisandra road),Adugodi,water_logging,0,High
13.1194517,77.6092717,Bellary Road 2,Yelahanka,vehicle_breakdown,1,High
12.9722052,77.5871331,Non-corridor,Halasuru Gate,vehicle_breakdown,1,Low
13.0400959,77.5185915,Tumkur Road,Peenya,vehicle_breakdown,1,High
13.068756,77.4485348,Non-corridor,No Police Station,vehicle_breakdown,1,Low
12.9274662,77.6213701,IRR(Thanisandra road),Adugodi,water_logging,0,High
12.9654216,77.6175057,Non-corridor,Halasur,vehicle_breakdown,1,Low
12.96594,77.6253299,Non-corridor,Halasur,vehicle_breakdown,1,Low
12.9501557,77.6992408,ORR East 1,HAL Old Airport,water_logging,0,High
12.9632557,77.6414175,Old Airport Road,Jeevanbheemanagar,vehicle_breakdown,1,High
12.9521846,77.5406402,Mysore Road,Byatarayanapura,vehicle_breakdown,1,High
12.9824684,77.5641294,Non-corridor,Sheshadripuram,vehicle_breakdown,1,Low
13.0352563,77.5411118,ORR North 2,Jalahalli,vehicle_breakdown,1,High
13.0292483,77.5709898,Non-corridor,Sadashivanagar,vehicle_breakdown,1,Low
12.9906259,77.656164,Old Madras Road,Banaswadi,vehicle_breakdown,1,High
12.9567177,77.5489711,Mysore Road,Byatarayanapura,vehicle_breakdown,1,High
12.9074412,77.585744,ORR West 1,J.P. Nagar,vehicle_breakdown,1,High
13.0428689,77.5128114,Tumkur Road,Peenya,others,1,High
12.9959916,77.6672023,ORR North 1,Banaswadi,vehicle_breakdown,1,High
13.0381048,77.6260534,Hennur Main Road,Hennuru,construction,0,High
12.9843255,77.6412465,Old Madras Road,Jeevanbheemanagar,vehicle_breakdown,1,High
13.053298,77.7618949,Non-corridor,K.R. Pura,vehicle_breakdown,1,Low
13.0443116,77.5829424,ORR North 2,Kodigehalli,congestion,1,High
13.0142943,77.5832533,Bellary Road 1,Sadashivanagar,vehicle_breakdown,1,High
13.0378118,77.6266047,ORR North 1,Hennuru,construction,0,High
13.0291861,77.571059,Non-corridor,Kodigehalli,vehicle_breakdown,1,Low
13.0428378,77.5127446,Tumkur Road,Peenya,others,1,High
12.960562,77.5042188,Non-corridor,Jnanabharathi,vehicle_breakdown,1,Low
13.0065682,77.5838844,Bellary Road 1,Sadashivanagar,vehicle_breakdown,1,High
12.9766535,77.6017105,Old Madras Road,Cubbon Park,pot_holes,0,High
12.900384,77.5858132,Non-corridor,J.P. Nagar,vehicle_breakdown,1,Low
13.0143856,77.5832232,Bellary Road 1,Sadashivanagar,vehicle_breakdown,1,High
13.040713,77.5177801,Tumkur Road,Chikkabanavara,vehicle_breakdown,1,High
13.0412357,77.6196058,ORR North 1,Hennuru,congestion,1,High
13.0436325,77.5533837,ORR North 2,Jalahalli,vehicle_breakdown,1,High
12.9848373,77.5748703,Non-corridor,Sheshadripuram,others,1,Low
13.0174194,77.6297846,Airport New South Road,Banaswadi,vehicle_breakdown,1,High
12.9606992,77.7015009,ORR East 2,HAL Old Airport,vehicle_breakdown,1,High
12.9320791,77.5414884,ORR West 1,Banashankari,vehicle_breakdown,1,High
12.9725365,77.5942493,Mysore Road,Cubbon Park,pot_holes,0,High
13.001119,77.5839711,Bellary Road 1,Sadashivanagar,pot_holes,0,High
12.9753798,77.6259183,Old Madras Road,Halasur,vehicle_breakdown,1,High
13.0504812,77.4909712,Non-corridor,No Police Station,construction,0,Low
13.0378143,77.6266146,ORR North 1,Hennuru,construction,0,High
12.9903101,77.7137328,Non-corridor,Mahadevapura,pot_holes,0,Low
12.9891602,77.5068983,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
13.056255,77.47676,Non-corridor,No Police Station,others,1,Low
13.0357448,77.7353443,Non-corridor,K.R. Pura,vehicle_breakdown,1,Low
13.0387694,77.5896237,Bellary Road 1,Hebbala,vehicle_breakdown,1,High
13.0537346,77.48854,Non-corridor,No Police Station,construction,0,Low
12.9362816,77.7053399,Non-corridor,HAL Old Airport,construction,0,Low
12.969468,77.7007118,ORR East 2,HAL Old Airport,construction,0,High
13.0386615,77.5896061,Bellary Road 1,Hebbala,vehicle_breakdown,1,High
13.1834435,77.6797495,Non-corridor,Chikkajala,vehicle_breakdown,1,Low
12.9930077,77.6094781,Non-corridor,Pulikeshinagar(F.Town),pot_holes,0,Low
13.0489059,77.6454803,Non-corridor,Hennuru,construction,0,Low
13.0366572,77.5243125,Tumkur Road,Peenya,vehicle_breakdown,1,High
12.9998719,77.5950313,Non-corridor,R.T. Nagar,vehicle_breakdown,1,Low
13.019521,77.7087876,Non-corridor,K.R. Pura,vehicle_breakdown,1,Low
13.0499141,77.5927599,Bellary Road 1,Kodigehalli,others,1,High
12.9599092,77.504205,Non-corridor,Jnanabharathi,vehicle_breakdown,1,Low
13.0599577,77.5067828,Non-corridor,Chikkabanavara,water_logging,0,Low
12.9170417,77.579445,Non-corridor,Jayanagara,construction,0,Low
13.0355923,77.5263597,Tumkur Road,Peenya,vehicle_breakdown,1,High
12.9929641,77.5951316,Non-corridor,High ground,vehicle_breakdown,1,Low
13.0411065,77.617027,ORR North 1,Hennuru,congestion,1,High
12.969761,77.7501885,Non-corridor,Whitefield,pot_holes,0,Low
12.9698642,77.7500164,Non-corridor,Whitefield,pot_holes,0,Low
13.1006196,77.5815296,Non-corridor,Yelahanka,vehicle_breakdown,1,Low
13.0073126,77.6624143,ORR North 1,Banaswadi,vehicle_breakdown,1,High
12.9415287,77.7471451,Non-corridor,Whitefield,vehicle_breakdown,1,Low
13.0380857,77.6260768,Hennur Main Road,Hennuru,vehicle_breakdown,1,High
12.9736979,77.5993387,CBD 2,Cubbon Park,road_conditions,0,High
13.0018232,77.6791257,ORR East 2,K.R. Pura,vehicle_breakdown,1,High
13.0231113,77.5847437,Bellary Road 1,Kodigehalli,vehicle_breakdown,1,High
12.9698642,77.7500164,Non-corridor,Whitefield,pot_holes,0,Low
13.0463132,77.591128,Bellary Road 1,Kodigehalli,vehicle_breakdown,1,High
12.957724,77.6059638,Hosur Road,Ashok Nagar,pot_holes,0,High
12.9857006,77.5978064,CBD 2,Shivajinagar,vehicle_breakdown,1,High
12.9170961,77.5793812,Non-corridor,Jayanagara,construction,0,Low
12.9574747,77.6058578,Hosur Road,Ashok Nagar,pot_holes,0,High
12.9581539,77.6060706,Hosur Road,Ashok Nagar,pot_holes,0,High
12.9616631,77.5604953,Mysore Road,Chamarajpet,vehicle_breakdown,1,High
13.0275023,77.6619029,Non-corridor,Hennuru,road_conditions,0,Low
13.0275017,77.6618648,Non-corridor,Hennuru,road_conditions,0,Low
13.0246424,77.6594326,Non-corridor,Banaswadi,vehicle_breakdown,1,Low
12.9124406,77.4851732,Mysore Road,Kengeri,others,1,High
13.0977963,77.5632888,Non-corridor,Yelahanka,others,1,Low
12.9730514,77.5384555,West of Chord Road,Vijayanagara,vehicle_breakdown,1,High
13.0032331,77.6821244,ORR East 2,K.R. Pura,vehicle_breakdown,1,High
12.9876954,77.5134061,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
13.0413969,77.6224112,Hennur Main Road,Hennuru,congestion,1,High
12.9583466,77.6060636,Hosur Road,Ashok Nagar,pot_holes,0,High
13.0450765,77.5820295,ORR North 2,Kodigehalli,vehicle_breakdown,1,High
13.0469336,77.5916826,Bellary Road 1,Kodigehalli,vehicle_breakdown,1,High
13.0508441,77.5077523,Non-corridor,Chikkabanavara,vehicle_breakdown,1,Low
12.9909343,77.6563082,Old Madras Road,Banaswadi,vehicle_breakdown,1,High
12.9938878,77.5891555,Non-corridor,High ground,tree_fall,0,Low
12.9871663,77.5201307,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
12.9512015,77.5395153,West of Chord Road,Byatarayanapura,vehicle_breakdown,1,High
12.943635,77.6077578,Hosur Road,Adugodi,vehicle_breakdown,1,High
13.0030173,77.6122203,Non-corridor,Pulikeshinagar(F.Town),vehicle_breakdown,1,Low
12.9831235,77.5308168,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
13.045438,77.5077257,Tumkur Road,Chikkabanavara,vehicle_breakdown,1,High
13.0036733,77.6631733,ORR North 1,Banaswadi,accident,0,High
13.008416,77.6925609,Non-corridor,K.R. Pura,vehicle_breakdown,1,Low
12.9123682,77.5673409,ORR West 1,K.S. Layout,water_logging,0,High
12.9060449,77.5857343,ORR West 1,J.P. Nagar,vehicle_breakdown,1,High
13.0096382,77.5059421,Non-corridor,Peenya,vehicle_breakdown,1,Low
13.1029884,77.5861539,Non-corridor,Yelahanka,vehicle_breakdown,1,Low
13.0101997,77.5847099,Bellary Road 1,Sadashivanagar,vehicle_breakdown,1,High
12.9525221,77.6201611,Non-corridor,Ashok Nagar,vehicle_breakdown,1,Low
13.008416,77.6925609,Non-corridor,K.R. Pura,vehicle_breakdown,1,Low
12.914054,77.5660344,ORR West 1,K.S. Layout,accident,0,High
13.0199169,77.5843714,Bellary Road 1,R.T. Nagar,others,1,High
13.0201837,77.5842153,Bellary Road 1,R.T. Nagar,others,1,High
13.0204421,77.5842988,Bellary Road 1,R.T. Nagar,others,1,High
13.0136092,77.6618043,ORR North 1,Banaswadi,others,1,High
13.0055562,77.6627612,ORR North 1,Banaswadi,tree_fall,0,High
12.9592367,77.5557324,Mysore Road,Chamarajpet,others,1,High
13.0444272,77.5830021,ORR North 2,Kodigehalli,congestion,1,High
12.9140165,77.5660438,ORR West 1,K.S. Layout,others,1,High
12.9140395,77.5660392,ORR West 1,K.S. Layout,accident,0,High
12.9749576,77.5866338,Non-corridor,Halasuru Gate,vehicle_breakdown,1,Low
12.964071,77.5698422,Mysore Road,Chamarajpet,vehicle_breakdown,1,High
12.9594884,77.6537937,Old Airport Road,Jeevanbheemanagar,vehicle_breakdown,1,High
13.0036414,77.5838527,Bellary Road 1,Sadashivanagar,vehicle_breakdown,1,High
13.0160648,77.5836069,Bellary Road 1,Sadashivanagar,vehicle_breakdown,1,High
12.9587673,77.5740072,Non-corridor,V.V.Puram (C.Pet),tree_fall,0,Low
12.9695766,77.7004868,ORR East 2,HAL Old Airport,construction,0,High
13.0440346,77.7486856,Non-corridor,K.R. Pura,vehicle_breakdown,1,Low
12.9878836,77.5156106,Magadi Road,Kamakshipalya,road_conditions,0,High
13.0128473,77.5545839,West of Chord Road,Malleshwaram,pot_holes,0,High
12.8911537,77.5982266,Bannerghata Road,J.P. Nagar,pot_holes,0,High
12.9356926,77.5128333,Mysore Road,Jnanabharathi,vehicle_breakdown,1,High
12.9641944,77.5707412,Mysore Road,V.V.Puram (C.Pet),vehicle_breakdown,1,High
13.0694965,77.446914,Non-corridor,No Police Station,vehicle_breakdown,1,Low
13.0126029,77.5544554,West of Chord Road,Malleshwaram,vehicle_breakdown,1,High
13.031589,77.6295783,ORR North 1,K.G. Halli,vehicle_breakdown,1,High
12.93336293,77.68898735,ORR East 1,HAL Old Airport,vehicle_breakdown,1,High
13.0166638,77.5836457,Bellary Road 1,Sadashivanagar,vehicle_breakdown,1,High
13.0295902,77.537008,Tumkur Road,Yeshwanthpura,vehicle_breakdown,1,High
13.0434933,77.590776,Bellary Road 1,Kodigehalli,vehicle_breakdown,1,High
12.9840844,77.6405155,Old Madras Road,Jeevanbheemanagar,vehicle_breakdown,1,High
12.9729384,77.5128128,Non-corridor,Jnanabharathi,vehicle_breakdown,1,Low
13.0270939,77.5434332,Tumkur Road,Yeshwanthpura,vehicle_breakdown,1,High
12.926154,77.676723,ORR East 1,Bellandur,vehicle_breakdown,1,High
12.95372239,77.57679302,Non-corridor,V.V.Puram (C.Pet),tree_fall,0,Low
12.9219507,77.5602425,ORR West 1,Banashankari,road_conditions,0,High
12.92625,77.5485883,ORR West 1,Banashankari,vehicle_breakdown,1,High
13.0697667,77.4467317,Non-corridor,No Police Station,vehicle_breakdown,1,Low
13.0163366,77.6608846,ORR North 1,Banaswadi,congestion,1,High
12.9879317,77.5741678,Non-corridor,Sheshadripuram,vehicle_breakdown,1,Low
13.0483242,77.6450836,Non-corridor,Hennuru,construction,0,Low
12.9916894,77.5857023,Bellary Road 1,High ground,vehicle_breakdown,1,High
12.9693554,77.7006781,ORR East 2,HAL Old Airport,construction,0,High
12.9918832,77.5511444,West of Chord Road,Rajajinagar,vehicle_breakdown,1,High
12.9846104,77.5724988,Non-corridor,Sheshadripuram,vehicle_breakdown,1,Low
13.2435188,77.7049397,Non-corridor,Devanahalli Airport,vehicle_breakdown,1,Low
13.2421567,77.7039459,Non-corridor,Devanahalli Airport,vehicle_breakdown,1,Low
13.0408936,77.6175047,ORR North 1,Hennuru,congestion,1,High
13.0166851,77.5590135,Tumkur Road,Yeshwanthpura,vehicle_breakdown,1,High
13.0092693,77.5268005,Non-corridor,Rajajinagar,accident,0,Low
12.9607315,77.5043785,Non-corridor,Jnanabharathi,others,1,Low
12.9665883,77.5877557,Mysore Road,Halasuru Gate,vehicle_breakdown,1,High
13.0212787,77.5357819,Non-corridor,Rajajinagar,vehicle_breakdown,1,Low
12.90701,77.5461183,Non-corridor,K.S. Layout,vehicle_breakdown,1,Low
13.103584,77.601009,Bellary Road 2,Yelahanka,vehicle_breakdown,1,High
13.0354502,77.5266678,Tumkur Road,Peenya,vehicle_breakdown,1,High
12.9225338,77.6456041,ORR East 1,HSR Layout,vehicle_breakdown,1,High
13.0312086,77.5244957,Non-corridor,Peenya,others,1,Low
13.0361367,77.6282007,ORR North 1,Hennuru,others,1,High
13.0628037,77.4995804,Non-corridor,Chikkabanavara,vehicle_breakdown,1,Low
12.9289557,77.5677555,Non-corridor,Banashankari,road_conditions,0,Low
12.9235611,77.5764936,Non-corridor,Jayanagara,pot_holes,0,Low
12.9236401,77.5763541,Non-corridor,Jayanagara,pot_holes,0,Low
13.0359877,77.628011,ORR North 1,K.G. Halli,others,1,High
12.95291122,77.54039654,West of Chord Road,Byatarayanapura,others,1,High
12.9863112,77.6475171,Old Madras Road,Jeevanbheemanagar,accident,0,High
12.9868684,77.6476655,Old Madras Road,Banaswadi,vehicle_breakdown,1,High
12.9561983,77.6938667,Old Airport Road,HAL Old Airport,vehicle_breakdown,1,High
12.9580302,77.5539199,Mysore Road,Chamarajpet,vehicle_breakdown,1,High
12.9782227,77.75121,Non-corridor,Whitefield,vehicle_breakdown,1,Low
12.9370003,77.5202782,Mysore Road,Byatarayanapura,vehicle_breakdown,1,High
13.1014663,77.5866177,Non-corridor,Yelahanka,others,1,Low
12.8995982,77.6010296,Bannerghata Road,Mico Layout,water_logging,0,High
12.9589138,77.6043356,Hosur Road,Ashok Nagar,others,1,High
12.9898379,77.5719635,Non-corridor,Sheshadripuram,vehicle_breakdown,1,Low
12.9387593,77.6364939,IRR(Thanisandra road),Ashok Nagar,construction,0,High
13.0292025,77.5404542,Tumkur Road,Yeshwanthpura,vehicle_breakdown,1,High
12.9868362,77.647518,Old Madras Road,Banaswadi,vehicle_breakdown,1,High
12.9497794,77.6993219,ORR East 1,HAL Old Airport,water_logging,0,High
12.9255212,77.5496526,ORR West 1,Banashankari,vehicle_breakdown,1,High
12.9305032,77.5802774,Non-corridor,Jayanagara,vehicle_breakdown,1,Low
13.044472,77.5829141,ORR North 2,Kodigehalli,congestion,1,High
12.9276914,77.6207494,IRR(Thanisandra road),Adugodi,vehicle_breakdown,1,High
12.91304392,77.62528618,Hosur Road,HSR Layout,vehicle_breakdown,1,High
12.9959803,77.667998,ORR North 1,Mahadevapura,vehicle_breakdown,1,High
13.0412942,77.6226947,Hennur Main Road,Hennuru,congestion,1,High
12.9633836,77.5814857,Mysore Road,City Market,vehicle_breakdown,1,High
12.9479363,77.5343203,Mysore Road,Byatarayanapura,vehicle_breakdown,1,High
12.9946264,77.4951019,Non-corridor,Kamakshipalya,vehicle_breakdown,1,Low
12.9556816,77.7160269,Varthur Road,Whitefield,vehicle_breakdown,1,High
12.9943539,77.6157434,Non-corridor,Pulikeshinagar(F.Town),vehicle_breakdown,1,Low
13.043268,77.5524725,ORR North 2,Jalahalli,vehicle_breakdown,1,High
12.9901789,77.5037504,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
12.9827544,77.5491868,West of Chord Road,Magadi Road,road_conditions,0,High
13.0445334,77.5829159,ORR North 2,Kodigehalli,construction,0,High
12.9974709,77.550139,West of Chord Road,Vijayanagara,pot_holes,0,High
13.0244407,77.5475007,Tumkur Road,Yeshwanthpura,vehicle_breakdown,1,High
12.9874519,77.587879,Bellary Road 1,High ground,vehicle_breakdown,1,High
12.9970649,77.5502312,West of Chord Road,Vijayanagara,pot_holes,0,High
12.9883914,77.5741063,Non-corridor,Sheshadripuram,vehicle_breakdown,1,Low
12.9651116,77.5969901,Mysore Road,Ashok Nagar,vehicle_breakdown,1,High
12.9802182,77.5720881,Non-corridor,Sheshadripuram,vehicle_breakdown,1,Low
12.9743968,77.577995,Non-corridor,Upparpet,vehicle_breakdown,1,Low
13.0127152,77.6993754,Non-corridor,K.R. Pura,vehicle_breakdown,1,Low
12.9548263,77.5819799,Non-corridor,City Market,vehicle_breakdown,1,Low
12.9363424,77.7054595,Non-corridor,HAL Old Airport,others,1,Low
12.9884191,77.5887931,Bellary Road 1,High ground,tree_fall,0,High
13.0932487,77.59516,Bellary Road 2,Yelahanka,vehicle_breakdown,1,High
12.9622663,77.5845865,Mysore Road,Halasuru Gate,vehicle_breakdown,1,High
12.9569643,77.5737478,Non-corridor,V.V.Puram (C.Pet),vehicle_breakdown,1,Low
12.9840332,77.5966491,CBD 2,Cubbon Park,vehicle_breakdown,1,High
12.96746,77.5943113,Mysore Road,Halasuru Gate,vehicle_breakdown,1,High
12.9802533,77.5720169,Non-corridor,Sheshadripuram,vehicle_breakdown,1,Low
12.9870733,77.5191717,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
12.985737,77.6443499,Old Madras Road,Banaswadi,vehicle_breakdown,1,High
13.0538913,77.5930983,Bellary Road 1,Kodigehalli,vehicle_breakdown,1,High
13.00821,77.6220176,Airport New South Road,K.G. Halli,vehicle_breakdown,1,High
12.9873507,77.5190299,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
12.9784305,77.5707735,Non-corridor,Chamarajpet,vehicle_breakdown,1,Low
13.0607191,77.4614351,Non-corridor,No Police Station,construction,0,Low
13.0820698,77.5929525,Bellary Road 2,Yelahanka,vehicle_breakdown,1,High
12.963011,77.5664503,Mysore Road,Chamarajpet,others,1,High
12.9698354,77.7004398,ORR East 2,HAL Old Airport,construction,0,High
12.9575958,77.6058473,Hosur Road,Ashok Nagar,pot_holes,0,High
12.9859142,77.5979584,CBD 2,Shivajinagar,pot_holes,0,High
12.9960813,77.6679244,ORR North 1,Banaswadi,vehicle_breakdown,1,High
12.9930034,77.5954144,Non-corridor,High ground,vehicle_breakdown,1,Low
12.9820968,77.5321708,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
13.0435867,77.6046833,ORR North 1,Hebbala,vehicle_breakdown,1,High
12.8999989,77.6009931,Bannerghata Road,Mico Layout,vehicle_breakdown,1,High
13.0411089,77.5457736,ORR North 2,Jalahalli,vehicle_breakdown,1,High
13.0100335,77.6147198,Non-corridor,K.G. Halli,pot_holes,0,Low
12.9841883,77.6405893,Old Madras Road,Jeevanbheemanagar,pot_holes,0,High
12.9179413,77.6216552,ORR East 1,Madiwala,vehicle_breakdown,1,High
12.9655016,77.7018607,ORR East 2,HAL Old Airport,vehicle_breakdown,1,High
13.0008646,77.6775611,ORR East 2,K.R. Pura,vehicle_breakdown,1,High
12.9840701,77.6407461,Old Madras Road,Jeevanbheemanagar,pot_holes,0,High
12.9435108,77.57773,Non-corridor,Basavanagudi,accident,0,Low
12.9801921,77.5704255,Non-corridor,Chamarajpet,vehicle_breakdown,1,Low
12.9841046,77.6407372,Old Madras Road,Jeevanbheemanagar,pot_holes,0,High
12.9747826,77.5996266,Old Madras Road,Cubbon Park,construction,0,High
12.90331187,77.62725031,Non-corridor,Madiwala,public_event,0,Low
12.8395554,77.6543107,Non-corridor,Electronic City,vehicle_breakdown,1,Low
12.9620105,77.584333,Mysore Road,Halasuru Gate,vehicle_breakdown,1,High
12.9827698,77.519126,Non-corridor,Kamakshipalya,vehicle_breakdown,1,Low
12.9559776,77.7167132,Varthur Road,Whitefield,vehicle_breakdown,1,High
13.0904565,77.5395906,Non-corridor,Yelahanka,vehicle_breakdown,1,Low
13.0408583,77.6168383,ORR North 1,Hennuru,vehicle_breakdown,1,High
12.9995481,77.5999079,Non-corridor,R.T. Nagar,construction,0,Low
12.9996506,77.5998413,Non-corridor,R.T. Nagar,construction,0,Low
12.9162843,77.6155072,Non-corridor,Madiwala,vehicle_breakdown,1,Low
12.9637192,77.5852885,Mysore Road,Halasuru Gate,vehicle_breakdown,1,High
13.0051417,77.755105,Non-corridor,Mahadevapura,procession,0,Low
12.992609,77.5852714,Bellary Road 1,High ground,vehicle_breakdown,1,High
12.9902179,77.5034639,Magadi Road,Kamakshipalya,others,1,High
13.0008671,77.5713369,Non-corridor,Malleshwaram,vehicle_breakdown,1,Low
12.9863247,77.6478879,Old Madras Road,Jeevanbheemanagar,vehicle_breakdown,1,High
12.9864627,77.5914893,Bellary Road 1,Cubbon Park,vehicle_breakdown,1,High
12.9864627,77.5914893,Bellary Road 1,Cubbon Park,vehicle_breakdown,1,High
12.9392452,77.6951606,ORR East 1,HAL Old Airport,construction,0,High
12.9871235,77.5883073,Bellary Road 1,High ground,vehicle_breakdown,1,High
12.9819279,77.5948338,CBD 2,Cubbon Park,vehicle_breakdown,1,High
13.0667807,77.5931388,Bellary Road 2,Kodigehalli,vehicle_breakdown,1,High
13.141795,77.6173483,Bellary Road 2,Chikkajala,vehicle_breakdown,1,High
12.8795724,77.6462409,Hosur Road,Electronic City,accident,0,High
12.9751307,77.6255644,Old Madras Road,Halasur,pot_holes,0,High
13.0193638,77.5840263,Bellary Road 1,R.T. Nagar,vehicle_breakdown,1,High
13.0422576,77.6130097,ORR North 1,Hebbala,vehicle_breakdown,1,High
12.99608379,77.66816426,ORR North 1,Mahadevapura,vehicle_breakdown,1,High
12.9464047,77.5259337,Mysore Road,Byatarayanapura,accident,0,High
13.0197797,77.7096412,Non-corridor,K.R. Pura,vehicle_breakdown,1,Low
12.9988074,77.5838436,Bellary Road 1,Sadashivanagar,vehicle_breakdown,1,High
13.0079815,77.662382,ORR North 1,Banaswadi,vehicle_breakdown,1,High
12.9776567,77.607175,Old Madras Road,Shivajinagar,vehicle_breakdown,1,High
12.9753151,77.6256446,Old Madras Road,Halasur,pot_holes,0,High
13.2573277,77.7127752,Non-corridor,Devanahalli Airport,vehicle_breakdown,1,Low
13.069294,77.6199559,Non-corridor,Hennuru,vehicle_breakdown,1,Low
12.9663406,77.6070882,Mysore Road,Ashok Nagar,others,1,High
12.9771363,77.60867,Old Madras Road,Shivajinagar,construction,0,High
13.0017102,77.5836286,Bellary Road 1,Sadashivanagar,others,1,High
13.0514402,77.5391192,Non-corridor,Jalahalli,tree_fall,0,Low
13.0431583,77.551585,ORR North 2,Jalahalli,vehicle_breakdown,1,High
13.0161243,77.7092002,Non-corridor,K.R. Pura,road_conditions,0,Low
12.9695275,77.7009274,ORR East 2,HAL Old Airport,construction,0,High
12.9529092,77.5375841,West of Chord Road,Byatarayanapura,vehicle_breakdown,1,High
13.0131433,77.5543167,West of Chord Road,Malleshwaram,pot_holes,0,High
12.9837639,77.6397066,Old Madras Road,Jeevanbheemanagar,vehicle_breakdown,1,High
13.0659031,77.5930966,Bellary Road 2,Kodigehalli,vehicle_breakdown,1,High
13.0223895,77.5846407,Bellary Road 1,R.T. Nagar,vehicle_breakdown,1,High
13.0223047,77.5846483,Bellary Road 1,R.T. Nagar,vehicle_breakdown,1,High
13.0852483,77.5535017,Non-corridor,Yelahanka,vehicle_breakdown,1,Low
13.0983107,77.5988056,Bellary Road 2,Yelahanka,vehicle_breakdown,1,High
13.0453082,77.5083309,Tumkur Road,Chikkabanavara,vehicle_breakdown,1,High
13.0455943,77.5070291,Tumkur Road,Chikkabanavara,vehicle_breakdown,1,High
12.9144561,77.5999649,Bannerghata Road,Mico Layout,vehicle_breakdown,1,High
12.9984315,77.5844271,Bellary Road 1,Sadashivanagar,others,1,High
12.91700531,77.67319232,Non-corridor,Bellandur,vehicle_breakdown,1,Low
13.0973785,77.5981659,Bellary Road 2,Yelahanka,vehicle_breakdown,1,High
12.9529706,77.5413433,Mysore Road,Byatarayanapura,vehicle_breakdown,1,High
12.9166816,77.595007,Non-corridor,J.P. Nagar,pot_holes,0,Low
12.916738,77.5950034,Non-corridor,Jayanagara,pot_holes,0,Low
12.9768344,77.5861655,Non-corridor,Halasuru Gate,vehicle_breakdown,1,Low
13.0111237,77.5837318,Bellary Road 1,Sadashivanagar,vehicle_breakdown,1,High
13.1038182,77.6007158,Bellary Road 2,Yelahanka,vehicle_breakdown,1,High
12.9103918,77.6269289,Hosur Road,HSR Layout,vehicle_breakdown,1,High
12.9889182,77.498997,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
13.0010702,77.6120005,Non-corridor,Pulikeshinagar(F.Town),water_logging,0,Low
12.958647,77.5552335,Mysore Road,Chamarajpet,vehicle_breakdown,1,High
12.9460623,77.4960791,Non-corridor,Jnanabharathi,vehicle_breakdown,1,Low
13.0345744,77.529696,Tumkur Road,Yeshwanthpura,vehicle_breakdown,1,High
12.9827523,77.574609,Non-corridor,Sheshadripuram,vehicle_breakdown,1,Low
12.9982804,77.6634974,ORR North 1,Banaswadi,vehicle_breakdown,1,High
12.9756417,77.5357675,Non-corridor,Vijayanagara,pot_holes,0,Low
12.9390955,77.747372,Non-corridor,Whitefield,congestion,1,Low
12.9814826,77.5870684,Non-corridor,Cubbon Park,vehicle_breakdown,1,Low
12.9661888,77.5868203,Mysore Road,Halasuru Gate,vehicle_breakdown,1,High
13.013796,77.5304516,Non-corridor,Rajajinagar,vehicle_breakdown,1,Low
13.1328612,77.6158545,Bellary Road 2,Yelahanka,vehicle_breakdown,1,High
12.94561,77.4956717,Non-corridor,Jnanabharathi,vehicle_breakdown,1,Low
12.9890857,77.5078147,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
12.9888489,77.5081285,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
12.9842561,77.5971135,CBD 2,Cubbon Park,vehicle_breakdown,1,High
12.9779004,77.5490792,West of Chord Road,Magadi Road,vehicle_breakdown,1,High
13.0203275,77.7095321,Non-corridor,K.R. Pura,vehicle_breakdown,1,Low
12.98872,77.508568,Magadi Road,Kamakshipalya,vehicle_breakdown,1,High
